timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2025-03-06,113.53,115.35,110.22,110.57,110.552707356053,321181861,0.0,1.0
2025-03-05,117.58,118.2781,114.51,117.3,117.281654814733,284337886,0.0,1.0
2025-03-04,110.645,119.31,110.11,115.99,115.971859692761,398163305,0.0,1.0
2025-03-03,123.51,123.7,112.28,114.06,114.042161535963,411381373,0.0,1.0
2025-02-28,118.02,125.09,116.4,124.92,124.90046308147,389091145,0.0,1.0
2025-02-27,135.0,135.01,120.01,120.15,120.131209087726,443175846,0.0,1.0
2025-02-26,129.985,133.73,128.49,131.28,131.259468406464,322553814,0.0,1.0
2025-02-25,129.98,130.2,124.44,126.63,126.610195645266,271428711,0.0,1.0
2025-02-24,136.56,138.59,130.08,130.28,130.259624801905,251381137,0.0,1.0
2025-02-21,140.04,141.46,134.03,134.43,134.408975760824,228217585,0.0,1.0
2025-02-20,140.03,140.66,136.7901,140.11,140.088087434717,143903583,0.0,1.0
2025-02-19,139.51,141.36,137.22,139.23,139.208225062705,167536006,0.0,1.0
2025-02-18,141.27,143.44,137.925,139.4,139.37819847548,219176627,0.0,1.0
2025-02-14,136.48,139.25,135.5,138.85,138.828284492973,195479557,0.0,1.0
2025-02-13,131.555,136.5,131.17,135.29,135.268841260744,197429975,0.0,1.0
2025-02-12,130.02,132.24,129.08,131.14,131.119490301825,160278552,0.0,1.0
2025-02-11,132.58,134.48,131.02,132.8,132.779230685393,178902379,0.0,1.0
2025-02-10,130.09,135.0,129.96,133.57,133.549110260903,216989086,0.0,1.0
2025-02-07,129.22,130.37,125.0,129.84,129.819693615899,228186298,0.0,1.0
2025-02-06,127.42,128.77,125.21,128.68,128.659875034611,251483574,0.0,1.0
2025-02-05,121.76,125.0,120.76,124.83,124.81047715706,263110629,0.0,1.0
2025-02-04,116.96,121.2,116.7,118.65,118.631443680888,256550040,0.0,1.0
